year,skills,employed,newCode,tenure,smoothedAge,q1,q2
1996,1,1,18,2,12,7.69e-06,17.99999
1996,1,1,18,3,12,.0001929,19.99981
1996,1,1,18,4,12,.0244617,15.97554
1996,1,1,18,5,12,.2638566,136.7361
1996,1,1,19,0,0,407.7381,389.2619
1996,1,1,19,1,0,414.4442,519.5558
1996,1,1,19,2,0,235.4735,447.5265
1996,1,1,19,3,0,110.2694,196.7306
1996,1,1,19,4,0,48.49337,159.5066
1996,1,1,19,5,0,122.0976,318.9024
1996,1,1,19,0,1,130.5824,228.4176
1996,1,1,19,1,1,148.2691,337.7309
1996,1,1,19,2,1,63.53398,289.466
1996,1,1,19,3,1,32.73327,152.2667
1996,1,1,19,4,1,25.75751,130.2425
1996,1,1,19,5,1,70.95484,581.0452
1996,1,1,19,0,2,88.31328,231.6867
1996,1,1,19,1,2,99.33806,328.6619
1996,1,1,19,2,2,35.95533,260.0447
1996,1,1,19,3,2,27.16373,144.8363
1996,1,1,19,4,2,13.22514,124.7749
1996,1,1,19,5,2,58.73141,915.2686
1996,1,1,19,0,3,64.87037,185.1296
1996,1,1,19,1,3,48.45279,319.5472
1996,1,1,19,2,3,23.00315,234.9968
1996,1,1,19,3,3,14.53062,164.4694
1996,1,1,19,4,3,15.76646,102.2335
1996,1,1,19,5,3,41.63594,1291.364
1996,1,1,19,0,4,63.30856,231.6914
1996,1,1,19,1,4,46.11745,293.8826
1996,1,1,19,2,4,13.48718,218.5128
1996,1,1,19,3,4,12.61406,153.3859
1996,1,1,19,4,4,7.900321,99.09968
1996,1,1,19,5,4,72.75947,1728.241
1996,1,1,19,0,5,69.36712,187.6329
1996,1,1,19,1,5,48.46942,321.5306
1996,1,1,19,2,5,16.36669,253.6333
1996,1,1,19,3,5,11.87307,132.1269
1996,1,1,19,4,5,7.324306,108.6757
1996,1,1,19,5,5,65.75399,2008.246
1996,1,1,19,0,6,67.20376,184.7962
1996,1,1,19,1,6,42.8589,296.1411
1996,1,1,19,2,6,32.86676,248.1332
1996,1,1,19,3,6,9.979978,200.02
1996,1,1,19,4,6,9.030573,131.9694
1996,1,1,19,5,6,98.71493,2555.285
1996,1,1,19,0,7,52.24876,129.7512
1996,1,1,19,1,7,31.02216,214.9778
1996,1,1,19,2,7,13.70322,149.2968
1996,1,1,19,3,7,10.71219,113.2878
1996,1,1,19,4,7,6.760193,63.23981
1996,1,1,19,5,7,81.97154,1485.028
1996,1,1,19,0,8,47.56574,137.4343
1996,1,1,19,1,8,28.80233,222.1977
1996,1,1,19,2,8,12.0025,152.9975
1996,1,1,19,3,8,8.31975,131.6802
1996,1,1,19,4,8,5.633364,68.36664
1996,1,1,19,5,8,74.31881,1687.681
1996,1,1,19,0,9,32.33585,101.6641
1996,1,1,19,1,9,38.61681,212.3832
1996,1,1,19,2,9,20.32772,162.6723
1996,1,1,19,3,9,11.34265,124.6573
1996,1,1,19,4,9,5.128551,59.87145
1996,1,1,19,5,9,79.42285,1908.577
1996,1,1,19,0,10,27.21864,68.78136
1996,1,1,19,1,10,29.55702,173.443
1996,1,1,19,2,10,13.22393,155.7761
1996,1,1,19,3,10,7.076657,100.9233
1996,1,1,19,4,10,3.938452,47.06155
1996,1,1,19,5,10,57.73028,1678.27
1996,1,1,19,0,11,28.27635,65.72364
1996,1,1,19,1,11,20.55556,160.4444
1996,1,1,19,2,11,8.788207,90.21179
1996,1,1,19,3,11,2.051881,73.94812
1996,1,1,19,4,11,3.043719,35.95628
1996,1,1,19,5,11,41.65301,1530.347
1996,1,1,19,0,12,12.08264,16.91736
1996,1,1,19,1,12,8.90202,62.09798
1996,1,1,19,2,12,1.312204,27.6878
1996,1,1,19,3,12,1.747013,21.25299
1996,1,1,19,4,12,.012345,8.987655
1996,1,1,19,5,12,2.020607,460.9794
1996,1,1,20,0,0,899.2121,569.7879
1996,1,1,20,1,0,463.8891,424.1109
1996,1,1,20,2,0,158.9471,203.0529
1996,1,1,20,3,0,56.17088,78.82912
1996,1,1,20,4,0,24.58414,25.41586
1996,1,1,20,5,0,12.9997,22.0003
1996,1,1,20,0,1,256.0323,375.9677
1996,1,1,20,1,1,126.3161,252.6839
1996,1,1,20,2,1,42.22566,115.7743
1996,1,1,20,3,1,18.86983,53.13017
1996,1,1,20,4,1,4.677528,40.32247
1996,1,1,20,5,1,9.13762,49.86238
1996,1,1,20,0,2,144.6056,318.3944
1996,1,1,20,1,2,67.9021,212.0979
1996,1,1,20,2,2,21.86797,171.132
1996,1,1,20,3,2,13.79021,57.20979
1996,1,1,20,4,2,2.272043,82.72796
1996,1,1,20,5,2,6.10986,107.8901
1996,1,1,20,0,3,121.2813,283.7187
1996,1,1,20,1,3,42.34919,182.6508
1996,1,1,20,2,3,20.12672,160.8733
1996,1,1,20,3,3,4.017848,53.98215
1996,1,1,20,4,3,7.107368,72.89263
1996,1,1,20,5,3,16.10066,181.8993
1996,1,1,20,0,4,103.6821,252.3179
1996,1,1,20,1,4,37.70547,182.2945
1996,1,1,20,2,4,16.04307,165.9569
1996,1,1,20,3,4,7.920937,96.07906
1996,1,1,20,4,4,4.868055,46.13194
1996,1,1,20,5,4,7.074419,286.9256
1996,1,1,20,0,5,95.2869,222.7131
1996,1,1,20,1,5,28.82189,171.1781
1996,1,1,20,2,5,13.25966,121.7403
1996,1,1,20,3,5,8.396287,97.60371
1996,1,1,20,4,5,4.921643,49.07836
1996,1,1,20,5,5,14.12068,285.8793
1996,1,1,20,0,6,92.07964,204.9204
1996,1,1,20,1,6,38.42621,143.5738
1996,1,1,20,2,6,14.36667,107.6333
1996,1,1,20,3,6,7.559767,112.4402
1996,1,1,20,4,6,2.343215,40.65679
1996,1,1,20,5,6,14.77209,300.2279
1996,1,1,20,0,7,71.18262,132.8174
1996,1,1,20,1,7,22.4928,115.5072
1996,1,1,20,2,7,14.85071,88.14929
1996,1,1,20,3,7,10.42359,83.57641
1996,1,1,20,4,7,9.615917,37.38408
1996,1,1,20,5,7,15.77105,249.2289
1996,1,1,20,0,8,60.40529,123.5947
1996,1,1,20,1,8,26.02253,105.9775
1996,1,1,20,2,8,11.355,96.645
1996,1,1,20,3,8,9.035286,106.9647
1996,1,1,20,4,8,7.895584,37.10442
1996,1,1,20,5,8,22.43696,284.563
1996,1,1,20,0,9,43.89009,134.1099
1996,1,1,20,1,9,20.12892,123.8711
1996,1,1,20,2,9,12.53607,99.46393
1996,1,1,20,3,9,11.92782,122.0722
1996,1,1,20,4,9,7.643218,50.35678
1996,1,1,20,5,9,26.93935,365.0606
1996,1,1,20,0,10,16.79353,90.20647
1996,1,1,20,1,10,17.1634,85.83659
1996,1,1,20,2,10,6.352079,87.64792
1996,1,1,20,3,10,7.530297,124.4697
1996,1,1,20,4,10,7.936224,36.06378
1996,1,1,20,5,10,15.30813,377.6919
1996,1,1,20,0,11,15.62066,61.37934
1996,1,1,20,1,11,13.04779,55.95221
1996,1,1,20,2,11,5.827422,63.17258
1996,1,1,20,3,11,7.897811,89.10219
1996,1,1,20,4,11,3.200503,24.7995
1996,1,1,20,5,11,16.7569,276.2431
1996,1,1,20,0,12,.8707565,17.12924
1996,1,1,20,1,12,1.639468,22.36053
1996,1,1,20,2,12,.0012554,18.99874
1996,1,1,20,3,12,.0006008,22.9994
1996,1,1,20,4,12,.0530791,8.946921
1996,1,1,20,5,12,1.335471,79.66453
1996,1,1,21,0,0,430.9303,293.0697
1996,1,1,21,1,0,711.9768,594.0232
1996,1,1,21,2,0,542.4054,512.5946
1996,1,1,21,3,0,128.7446,180.2554
1996,1,1,21,4,0,68.40327,110.5967
1996,1,1,21,5,0,41.19978,179.8002
1996,1,1,21,0,1,78.20938,121.7906
1996,1,1,21,1,1,148.416,248.584
1996,1,1,21,2,1,103.8504,179.1496
1996,1,1,21,3,1,26.96965,105.0304
1996,1,1,21,4,1,18.2083,74.7917
1996,1,1,21,5,1,30.67526,203.3247
1996,1,1,21,0,2,41.66999,98.33001
1996,1,1,21,1,2,62.84555,197.1545
1996,1,1,21,2,2,28.51324,126.4868
1996,1,1,21,3,2,12.29889,81.70111
1996,1,1,21,4,2,7.776124,43.22388
1996,1,1,21,5,2,26.70294,136.2971
1996,1,1,21,0,3,23.60358,58.39642
1996,1,1,21,1,3,34.93729,110.0627
1996,1,1,21,2,3,15.81248,105.1875
1996,1,1,21,3,3,6.537595,81.46241
1996,1,1,21,4,3,3.473492,33.52651
1996,1,1,21,5,3,15.64754,127.3525
1996,1,1,21,0,4,20.74817,71.25183
1996,1,1,21,1,4,29.6793,101.3207
1996,1,1,21,2,4,9.82696,84.17304
1996,1,1,21,3,4,5.231778,82.76822
1996,1,1,21,4,4,3.105567,13.89443
1996,1,1,21,5,4,22.65548,139.3445
1996,1,1,21,0,5,14.53958,53.46042
1996,1,1,21,1,5,26.39896,93.60104
1996,1,1,21,2,5,11.20496,81.79504
1996,1,1,21,3,5,7.461725,92.53827
1996,1,1,21,4,5,5.0952,26.9048
1996,1,1,21,5,5,27.11121,187.8888
1996,1,1,21,0,6,28.57769,66.42231
1996,1,1,21,1,6,32.20775,101.7922
1996,1,1,21,2,6,20.45279,82.54721
1996,1,1,21,3,6,14.44302,93.55698
1996,1,1,21,4,6,3.77737,22.22263
1996,1,1,21,5,6,40.22884,195.7712
1996,1,1,21,0,7,14.36051,33.63949
1996,1,1,21,1,7,27.63568,63.36432
1996,1,1,21,2,7,20.55027,61.44973
1996,1,1,21,3,7,11.42251,74.57749
1996,1,1,21,4,7,9.019061,22.98094
1996,1,1,21,5,7,66.4058,184.5942
1996,1,1,21,0,8,23.00345,37.99655
1996,1,1,21,1,8,24.0537,68.9463
1996,1,1,21,2,8,21.34012,83.65988
1996,1,1,21,3,8,15.83878,74.16122
1996,1,1,21,4,8,15.869,28.131
1996,1,1,21,5,8,94.41464,238.5854
1996,1,1,21,0,9,23.31362,41.68638
1996,1,1,21,1,9,28.27182,79.72818
1996,1,1,21,2,9,21.7786,74.2214
1996,1,1,21,3,9,15.21904,83.78096
1996,1,1,21,4,9,8.204753,32.79525
1996,1,1,21,5,9,100.9007,312.0994
1996,1,1,21,0,10,17.64947,18.35053
1996,1,1,21,1,10,22.98394,64.01606
1996,1,1,21,2,10,16.55692,82.44308
1996,1,1,21,3,10,10.59804,64.40196
1996,1,1,21,4,10,6.867743,18.13226
1996,1,1,21,5,10,90.51032,301.4897
1996,1,1,21,0,11,9.002241,16.99776
1996,1,1,21,1,11,8.546622,52.45338
1996,1,1,21,2,11,11.18956,47.81044
1996,1,1,21,3,11,9.259375,61.74062
1996,1,1,21,4,11,3.363871,14.63613
1996,1,1,21,5,11,55.17523,252.8248
1996,1,1,21,0,12,2.997634,7.002366
1996,1,1,21,1,12,.4475253,12.55247
1996,1,1,21,2,12,.9378605,11.06214
1996,1,1,21,3,12,.9446844,14.05532
1996,1,1,21,4,12,.1149678,5.885032
1996,1,1,21,5,12,8.873478,77.12652
1996,1,1,22,0,0,20.97555,53.02445
1996,1,1,22,1,0,21.44529,57.55471
1996,1,1,22,2,0,15.63337,46.36663
1996,1,1,22,3,0,5.079621,26.92038
1996,1,1,22,4,0,2.142816,22.85718
1996,1,1,22,5,0,1.999301,24.0007
1996,1,1,22,0,1,21.47488,41.52512
1996,1,1,22,1,1,8.146005,62.854
1996,1,1,22,2,1,4.20729,48.79271
1996,1,1,22,3,1,2.134562,24.86544
1996,1,1,22,4,1,3.398752,48.60125
1996,1,1,22,5,1,1.129808,11.87019
1996,1,1,22,0,2,7.155284,28.84472
1996,1,1,22,1,2,6.032759,19.96724
1996,1,1,22,2,2,2.167223,14.83278
1996,1,1,22,3,2,.0960187,10.90398
1996,1,1,22,4,2,.3543588,11.64564
1996,1,1,22,5,2,.0005142,9.999486
1996,1,1,22,0,3,8.618348,20.38165
1996,1,1,22,1,3,4.763798,24.2362
1996,1,1,22,2,3,2.238748,21.76125
1996,1,1,22,3,3,1.676463,15.32354
1996,1,1,22,4,3,1.68e-06,11
1996,1,1,22,5,3,2.000738,24.99926
1996,1,1,22,0,4,6.757929,19.24207
1996,1,1,22,1,4,4.461565,25.53844
1996,1,1,22,2,4,3.898734,14.10127
1996,1,1,22,3,4,1.997611,13.00239
1996,1,1,22,4,4,.0519112,15.94809
1996,1,1,22,5,4,.0555409,34.94446
1996,1,1,22,0,5,4.875888,26.12411
1996,1,1,22,1,5,3.015439,18.98456
1996,1,1,22,2,5,1.048049,12.95195
1996,1,1,22,3,5,.3214328,10.67857
1996,1,1,22,4,5,.0043266,12.99567
1996,1,1,22,5,5,1.883201,55.1168
1996,1,1,22,0,6,3.138405,15.8616
1996,1,1,22,1,6,3.168818,18.83118
1996,1,1,22,2,6,1.956526,19.04347
1996,1,1,22,3,6,.0647717,13.93523
1996,1,1,22,4,6,.0466749,14.95333
1996,1,1,22,5,6,2.695628,51.30437
1996,1,1,22,0,7,4.099992,11.90001
1996,1,1,22,1,7,3.677852,17.32215
1996,1,1,22,2,7,.0007506,13.99925
1996,1,1,22,3,7,1.126216,10.87378
1996,1,1,22,4,7,.0001993,16.9998
1996,1,1,22,5,7,3.255085,58.74491
1996,1,1,22,0,8,2.729821,9.270179
1996,1,1,22,1,8,4.816681,33.18332
1996,1,1,22,2,8,1.314825,13.68518
1996,1,1,22,3,8,1.908161,19.09184
1996,1,1,22,4,8,1.000067,24.99993
1996,1,1,22,5,8,4.977623,136.0224
1996,1,1,22,0,9,4.436399,10.5636
1996,1,1,22,1,9,5.928857,27.07114
1996,1,1,22,2,9,.9987802,15.00122
1996,1,1,22,3,9,.9718754,21.02812
1996,1,1,22,4,9,.2306702,17.76933
1996,1,1,22,5,9,2.425801,177.5742
1996,1,1,22,0,10,2.599782,11.40022
1996,1,1,22,1,10,2.016028,13.98397
1996,1,1,22,2,10,1.001282,14.99872
1996,1,1,22,3,10,.9504984,26.0495
1996,1,1,22,4,10,.0132501,18.98675
1996,1,1,22,5,10,.8614236,132.1386
1996,1,1,22,0,11,.9017803,6.09822
1996,1,1,22,1,11,1.01369,20.98631
1996,1,1,22,2,11,.0010216,18.99898
1996,1,1,22,3,11,.0089549,14.99105
1996,1,1,22,4,11,.2314096,6.768591
1996,1,1,22,5,11,1.00609,156.9939
1996,1,1,22,1,12,.0025592,5.997441
1996,1,1,22,5,12,4.55e-06,29
1996,1,1,23,0,0,67.80397,90.19603
1996,1,1,23,1,0,56.33743,173.6626
1996,1,1,23,2,0,20.51503,66.48497
1996,1,1,23,3,0,3.123513,27.87649
1996,1,1,23,4,0,5.192868,22.80713
1996,1,1,23,0,1,34.99406,98.00594
1996,1,1,23,1,1,48.21548,153.7845
1996,1,1,23,2,1,19.04817,87.95183
1996,1,1,23,3,1,5.204726,49.79527
1996,1,1,23,4,1,3.818417,63.18158
1996,1,1,23,5,1,3.156638,29.84336
1996,1,1,23,0,2,34.64521,145.3548
1996,1,1,23,1,2,45.35001,205.65
1996,1,1,23,2,2,15.87302,103.127
1996,1,1,23,3,2,8.920382,96.07962
1996,1,1,23,4,2,11.32557,87.67443
1996,1,1,23,5,2,8.080642,141.9194
1996,1,1,23,0,3,32.31163,148.6884
1996,1,1,23,1,3,40.61269,161.3873
1996,1,1,23,2,3,21.96619,118.0338
1996,1,1,23,3,3,3.022495,95.97751
1996,1,1,23,4,3,11.51582,124.4842
1996,1,1,23,5,3,19.29874,265.7013
1996,1,1,23,0,4,33.71682,143.2832
1996,1,1,23,1,4,27.03453,160.9655
1996,1,1,23,2,4,14.46541,77.53459
1996,1,1,23,3,4,8.047304,103.9527
1996,1,1,23,4,4,8.021525,109.9785
1996,1,1,23,5,4,16.72445,336.2755
1996,1,1,23,0,5,22.7338,114.2662
1996,1,1,23,1,5,21.76532,145.2347
1996,1,1,23,2,5,14.05215,87.94785
1996,1,1,23,3,5,7.945129,85.05487
1996,1,1,23,4,5,12.34146,90.65854
1996,1,1,23,5,5,21.21507,418.7849
1996,1,1,23,0,6,15.76175,98.23825
1996,1,1,23,1,6,24.62084,105.3792
1996,1,1,23,2,6,8.368374,73.63163
1996,1,1,23,3,6,10.13894,102.8611
1996,1,1,23,4,6,9.354484,84.64552
1996,1,1,23,5,6,24.93265,446.0673
1996,1,1,23,0,7,23.43217,86.56783
1996,1,1,23,1,7,15.04234,103.9577
1996,1,1,23,2,7,9.713822,69.28618
1996,1,1,23,3,7,2.482344,74.51766
1996,1,1,23,4,7,7.220513,66.77949
1996,1,1,23,5,7,28.63362,490.3664
1996,1,1,23,0,8,21.46935,92.53065
1996,1,1,23,1,8,18.705,118.295
1996,1,1,23,2,8,4.916892,54.08311
1996,1,1,23,3,8,12.98397,81.01603
1996,1,1,23,4,8,8.21413,91.78587
1996,1,1,23,5,8,32.47342,584.5266
1996,1,1,23,0,9,17.38035,84.61965
1996,1,1,23,1,9,15.34636,81.65364
1996,1,1,23,2,9,5.257789,63.74221
1996,1,1,23,3,9,2.832956,86.16704
1996,1,1,23,4,9,8.260681,105.7393
1996,1,1,23,5,9,41.03626,722.9637
1996,1,1,23,0,10,5.365877,69.63412
1996,1,1,23,1,10,12.7953,70.2047
1996,1,1,23,2,10,5.223518,54.77648
1996,1,1,23,3,10,6.128646,82.87135
1996,1,1,23,4,10,5.557552,75.44245
1996,1,1,23,5,10,30.77248,617.2275
1996,1,1,23,0,11,5.653411,42.34659
1996,1,1,23,1,11,8.188054,55.81195
1996,1,1,23,2,11,2.960072,34.03993
1996,1,1,23,3,11,6.136115,58.86389
1996,1,1,23,4,11,4.328567,63.67143
1996,1,1,23,5,11,33.652,426.348
1996,1,1,23,0,12,1.028255,13.97175
1996,1,1,23,1,12,.9356357,13.06436
1996,1,1,23,2,12,1.323884,8.676116
1996,1,1,23,3,12,.3511316,9.648868
1996,1,1,23,4,12,.5865048,15.4135
1996,1,1,23,5,12,2.927912,122.0721
1996,1,1,24,0,0,530.5458,319.4542
1996,1,1,24,1,0,766.6568,564.3432
1996,1,1,24,2,0,429.6093,331.3907
1996,1,1,24,3,0,212.2758,229.7242
1996,1,1,24,4,0,94.57015,111.4299
1996,1,1,24,5,0,105.0022,116.9978
1996,1,1,24,0,1,217.6421,271.3579
1996,1,1,24,1,1,271.2594,383.7406
1996,1,1,24,2,1,168.5509,289.4491
1996,1,1,24,3,1,75.98227,209.0177
1996,1,1,24,4,1,46.87249,124.1275
1996,1,1,24,5,1,65.02649,212.9735
1996,1,1,24,0,2,178.5258,298.4742
1996,1,1,24,1,2,265.0598,457.9402
1996,1,1,24,2,2,107.1745,288.8255
1996,1,1,24,3,2,63.50622,191.4938
1996,1,1,24,4,2,33.86229,120.1377
1996,1,1,24,5,2,91.99152,342.0085
1996,1,1,24,0,3,172.8509,265.1491
1996,1,1,24,1,3,193.9214,429.0786
1996,1,1,24,2,3,91.56585,345.4342
1996,1,1,24,3,3,45.51139,208.4886
1996,1,1,24,4,3,32.28389,121.7161
1996,1,1,24,5,3,84.89622,483.1038
1996,1,1,24,0,4,162.5959,282.4041
1996,1,1,24,1,4,193.3129,431.6871
1996,1,1,24,2,4,87.42913,349.5709
1996,1,1,24,3,4,58.76728,245.2327
1996,1,1,24,4,4,47.55716,178.4428
1996,1,1,24,5,4,141.3856,684.6144
1996,1,1,24,0,5,132.5657,251.4343
1996,1,1,24,1,5,187.8424,405.1576
1996,1,1,24,2,5,119.8891,297.1109
1996,1,1,24,3,5,75.62251,257.3775
1996,1,1,24,4,5,52.1968,155.8032
1996,1,1,24,5,5,237.1091,969.8909
1996,1,1,24,0,6,152.0458,243.9542
1996,1,1,24,1,6,206.2417,375.7583
1996,1,1,24,2,6,142.6414,339.3586
1996,1,1,24,3,6,111.5646,264.4354
1996,1,1,24,4,6,69.07802,182.922
1996,1,1,24,5,6,343.3055,1262.695
1996,1,1,24,0,7,134.3279,189.6721
1996,1,1,24,1,7,188.3947,336.6053
1996,1,1,24,2,7,131.0017,325.9983
1996,1,1,24,3,7,96.92771,265.0723
1996,1,1,24,4,7,69.56606,175.4339
1996,1,1,24,5,7,463.8209,1386.179
1996,1,1,24,0,8,138.455,214.545
1996,1,1,24,1,8,198.3931,390.6069
1996,1,1,24,2,8,161.0809,371.9191
1996,1,1,24,3,8,141.593,333.407
1996,1,1,24,4,8,90.51823,232.4818
1996,1,1,24,5,8,695.9085,1850.091
1996,1,1,24,0,9,98.19838,219.8016
1996,1,1,24,1,9,144.4071,403.5929
1996,1,1,24,2,9,152.7205,362.2795
1996,1,1,24,3,9,172.7865,375.2135
1996,1,1,24,4,9,97.30205,246.6979
1996,1,1,24,5,9,932.1933,2310.807
1996,1,1,24,0,10,63.22511,138.7749
1996,1,1,24,1,10,147.6457,323.3543
1996,1,1,24,2,10,133.157,311.843
1996,1,1,24,3,10,152.7456,291.2544
1996,1,1,24,4,10,71.5392,230.4608
1996,1,1,24,5,10,894.7877,2310.212
1996,1,1,24,0,11,63.09256,128.9074
1996,1,1,24,1,11,99.57779,305.4222
1996,1,1,24,2,11,92.12761,270.8724
1996,1,1,24,3,11,94.69186,270.3081
1996,1,1,24,4,11,67.96059,188.0394
1996,1,1,24,5,11,703.5137,2198.486
1996,1,1,24,0,12,22.981,33.019
1996,1,1,24,1,12,26.38282,118.6172
1996,1,1,24,2,12,16.13219,98.86781
1996,1,1,24,3,12,15.49601,103.504
1996,1,1,24,4,12,9.992297,48.0077
1996,1,1,24,5,12,135.4239,813.576
1996,1,1,25,0,0,116.791,206.209
1996,1,1,25,1,0,118.8062,262.1938
1996,1,1,25,2,0,61.2593,168.7407
1996,1,1,25,3,0,10.46132,66.53868
1996,1,1,25,4,0,8.597277,22.40272
1996,1,1,25,0,1,65.94753,167.0525
1996,1,1,25,1,1,45.64384,205.3562
1996,1,1,25,2,1,17.79042,150.2096
1996,1,1,25,3,1,6.654396,112.3456
1996,1,1,25,4,1,5.932873,53.06713
1996,1,1,25,5,1,.0000564,12.99994
1996,1,1,25,0,2,44.79513,155.2049
1996,1,1,25,1,2,20.71142,172.2886
1996,1,1,25,2,2,11.4799,117.5201
1996,1,1,25,3,2,5.674675,91.32532
1996,1,1,25,4,2,4.976355,92.02364
1996,1,1,25,5,2,1.946309,27.05369
1996,1,1,25,0,3,41.3369,141.6631
1996,1,1,25,1,3,20.06099,144.939
1996,1,1,25,2,3,8.935659,123.0643
1996,1,1,25,3,3,7.254863,109.7451
1996,1,1,25,4,3,6.086309,105.9137
1996,1,1,25,5,3,.0432227,49.95678
1996,1,1,25,0,4,34.56908,115.4309
1996,1,1,25,1,4,9.85361,141.1464
1996,1,1,25,2,4,3.976507,99.02349
1996,1,1,25,3,4,6.612685,105.3873
1996,1,1,25,4,4,4.963524,86.03648
1996,1,1,25,5,4,2.993874,74.00613
1996,1,1,25,0,5,26.38698,112.613
1996,1,1,25,1,5,19.12879,126.8712
1996,1,1,25,2,5,4.580486,80.41951
1996,1,1,25,3,5,5.931684,71.06832
1996,1,1,25,4,5,7.346294,84.65371
1996,1,1,25,5,5,6.307906,96.69209
1996,1,1,25,0,6,38.02292,86.97708
1996,1,1,25,1,6,24.26747,98.73253
1996,1,1,25,2,6,4.376393,72.62361
1996,1,1,25,3,6,8.704769,79.29523
1996,1,1,25,4,6,7.357611,58.64239
1996,1,1,25,5,6,2.069874,56.93013
1996,1,1,25,0,7,21.06636,70.93364
1996,1,1,25,1,7,12.57815,78.42185
1996,1,1,25,2,7,8.939238,46.06076
1996,1,1,25,3,7,5.172138,66.82786
1996,1,1,25,4,7,5.206966,51.79303
1996,1,1,25,5,7,4.174419,57.82558
1996,1,1,25,0,8,28.12421,51.87579
1996,1,1,25,1,8,12.38112,83.61888
1996,1,1,25,2,8,7.473888,54.52611
1996,1,1,25,3,8,7.643927,71.35607
1996,1,1,25,4,8,7.880061,64.11994
1996,1,1,25,5,8,8.246334,79.75367
1996,1,1,25,0,9,15.89186,31.10814
1996,1,1,25,1,9,21.61899,86.38101
1996,1,1,25,2,9,4.542379,64.45762
1996,1,1,25,3,9,6.907674,91.09233
1996,1,1,25,4,9,9.662409,74.33759
1996,1,1,25,5,9,15.17957,89.82043
1996,1,1,25,0,10,13.82308,47.17692
1996,1,1,25,1,10,6.274595,65.7254
1996,1,1,25,2,10,12.83965,52.16035
1996,1,1,25,3,10,4.19839,77.80161
1996,1,1,25,4,10,7.186909,61.81309
1996,1,1,25,5,10,6.745641,90.25436
1996,1,1,25,0,11,6.184043,36.81596
1996,1,1,25,1,11,3.000901,62.9991
1996,1,1,25,2,11,1.695753,39.30425
1996,1,1,25,3,11,.4419097,69.55809
1996,1,1,25,4,11,3.279519,51.72048
1996,1,1,25,5,11,3.822914,77.17709
1996,1,1,25,0,12,.2829411,9.717059
1996,1,1,25,1,12,.0029704,13.99703
1996,1,1,25,2,12,.0000204,15.99998
1996,1,1,25,3,12,.0001606,22.99984
1996,1,1,25,4,12,.0000153,13.99998
1996,1,1,25,5,12,.0006779,21.99932
1996,1,1,26,0,0,18.17821,19.82179
1996,1,1,26,1,0,5.978906,7.021095
1996,1,1,26,2,0,2.150669,3.849331
1996,1,1,26,0,1,18.7886,21.2114
1996,1,1,26,1,1,6.902055,14.09795
1996,1,1,26,0,2,23.3744,25.6256
1996,1,1,26,1,2,7.79753,14.20247
1996,1,1,26,2,2,3.000194,12.99981
1996,1,1,26,3,2,1.403013,4.596987
1996,1,1,26,5,2,2.930359,3.069641
1996,1,1,26,0,3,12.19605,38.80395
1996,1,1,26,1,3,5.20311,25.79689
1996,1,1,26,2,3,2.502037,16.49796
1996,1,1,26,3,3,1.9473,10.0527
1996,1,1,26,0,4,19.59996,42.40004
1996,1,1,26,1,4,3.485379,29.51462
1996,1,1,26,2,4,3.888083,15.11192
1996,1,1,26,3,4,1,5
1996,1,1,26,0,5,13.09161,54.90839
1996,1,1,26,1,5,5.026004,21.974
1996,1,1,26,2,5,8.655913,17.34409
1996,1,1,26,3,5,1.252957,7.747043
1996,1,1,26,4,5,5.53457,4.46543
1996,1,1,26,5,5,4.791082,7.208918
1996,1,1,26,0,6,11.95315,92.04685
1996,1,1,26,1,6,6.954898,27.0451
1996,1,1,26,2,6,1.822234,16.17777
1996,1,1,26,3,6,1.99998,8.00002
1996,1,1,26,4,6,1.999894,6.000106
1996,1,1,26,5,6,3.311631,8.688369
1996,1,1,26,0,7,20.82429,65.17571
1996,1,1,26,1,7,7.955427,26.04457
1996,1,1,26,2,7,2.010193,14.98981
1996,1,1,26,3,7,3.986063,8.013937
1996,1,1,26,5,7,3.00198,8.99802
1996,1,1,26,0,8,15.42565,52.57435
1996,1,1,26,1,8,6.67185,18.32815
1996,1,1,26,2,8,3.915119,15.08488
1996,1,1,26,3,8,3.993732,11.00627
1996,1,1,26,4,8,2.000119,4.999881
1996,1,1,26,5,8,2.392182,4.607818
1996,1,1,26,0,9,16.28469,53.71531
1996,1,1,26,1,9,5.257723,17.74228
1996,1,1,26,2,9,3.000858,13.99914
1996,1,1,26,3,9,1,10
1996,1,1,26,4,9,3.99828,4.00172
1996,1,1,26,5,9,3.062531,6.937469
1996,1,1,26,0,10,11.67351,45.32649
1996,1,1,26,1,10,8.767472,11.23253
1996,1,1,26,2,10,.22642,10.77358
1996,1,1,26,3,10,1,11
1996,1,1,26,5,10,4.985443,13.01456
1996,1,1,26,0,11,9.050425,25.94958
1996,1,1,26,1,11,1.639817,7.360183
1996,1,1,26,2,11,1.001972,12.99803
1996,1,1,26,3,11,2.983144,4.016856
1996,1,1,26,5,11,5.793704,9.206296
1996,1,1,26,0,12,3.009169,7.990831
1996,1,1,27,0,0,18.05041,13.94959
1996,1,1,27,1,0,3.589084,14.41092
1996,1,1,27,2,0,2.783737,5.216263
1996,1,1,27,0,1,6.025502,24.9745
1996,1,1,27,1,1,2.239994,22.76001
1996,1,1,27,2,1,1.326356,15.67364
1996,1,1,27,0,2,4.208602,25.7914
